category,name,website,applications_open,target_years,eligible,notes,source_id,last_checked,last_changed,snapshot_hash,status,first_seen,muted
Tracker / resource,zapplyjobs underclassmen-internships,https://github.com/zapplyjobs/underclassmen-internships,Continuous,Freshman/sophomore,STALE,"Right shape, but entries and links are out of date.",underclassmen-zapply,2026-09-20T12:18:51+00:00,2026-09-15T20:43:53+00:00,1f1887cdb2115241c55873db773039a5495f8440af9d0148b518fe01ffa1fc4f,unknown,,false
Tracker / resource,LuisaE/opportunities,https://github.com/LuisaE/opportunities,Continuous,Underclassmen,USE,,luisae,2026-09-20T12:18:51+00:00,,f737dc848c450aab59686ee975c09cc9532f8bb3bad23fe5a6197d73c2fcd745,unknown,,false
Tracker / resource,OpenQuant job board + newsletter,https://openquant.co/,Continuous,n/a,USE WEEKLY,Best-maintained source found. See openquant.co/blog/quantitative-finance-events-2026 for the events roundup.,,,,,unknown,,false
Tracker / resource,Duke Career Hub early-insight table,https://careerhub.students.duke.edu/,Continuous,First-year/sophomore,USE,Public list of early insight programs by target year.,,,,,unknown,,false
Tracker / resource,Yale 'Gorick's List' for quant trading,https://ocs.yale.edu/resources/goricks-list-4/,Continuous,n/a,USE,,,,,,unknown,,false
Competition,Kaggle Competitions (all active),https://www.kaggle.com/competitions,Rolling - always something open,Anyone with an account,YES,"Open entry, no class-year or identity gate, free. A public leaderboard placing is portable evidence for quant and ML applications. The listing page is a JS shell (39 characters of text), so polling needs the official Kaggle API with free credentials - see source kaggle-competitions.",kaggle-competitions,,,,open,2026-09-06,false
Competition,The Deck Game,https://thedeckgame.com/,Check site,Unknown,CHECK,"Landing page renders via JS and exposes ~28 characters of text; its sitemap lists only / and /about, so there is almost nothing to diff even with a browser. Manual check only - see the Manual Watch sheet.",thedeckgame,,,,unknown,2026-09-06,false
Competition,Harvard Undergraduate Trading Competition,https://www.huqt.com/,2026 - watch the site,Undergraduates,CHECK,"Undergraduate intercollegiate trading competition run by Harvard Undergraduate Quantitative Traders. The organisation rebranded: the article's link harvarduqt.com/competition 301-redirects to www.huqt.com/competition, which 404s. The live site is huqt.com and it has an Apply link. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Class year and team format not published - verify before planning.",harvard-undergraduate-trading,2026-09-20T12:18:51+00:00,,ef9fc9b9318e7fb3b77d07dc231a71dfb5a7ba4d87511ec02da4b6dd33909ada,unknown,2026-09-06,false
Competition,Stevens High Frequency Trading Competition 2026,https://www.stevens.edu/page-basic/2026-stevens-high-frequency-trading-competition,2026 - dates on the page,Students,CHECK,"HFT-focused student competition at Stevens Institute (Hoboken NJ). Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Directly relevant to quant dev; verify class-year eligibility.",stevens-high-frequency-trading,2026-09-20T12:18:51+00:00,,9ffe37a558c138b12b627dad42b2b5031f97c8f9606ff73420c4d90e25a5aa62,unknown,2026-09-06,false
Quant firm program,IMC Launchpad (US),https://www.imc.com/us/careers/students-graduates/programs/launchpad,Check site,Students - verify class year,CHECK,"IMC's US student program - distinct from the EU Business Course and UK Masterclass, which are geography-excluded. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Class year not published; verify.",imc-launchpad-us,2026-09-20T12:18:51+00:00,,74e3b917bfc2953522782bd394b0e392149cdc683ac6a8d3eb223d095317f826,unknown,2026-09-06,false
Quant firm program,Optiver FutureFocus Chicago 2026,https://optiver.com/recruitment-events/futurefocus-chicago,2026 - dates on the page,Students,CHECK,"Optiver's US (Chicago) student recruitment event. The other FutureFocus and Career Kickstarter events are ANZ, China, Singapore, India and Europe - see the consolidated non-US row. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",optiver-futurefocus,,,,unknown,2026-09-06,false
Conference / other,HedgeWest SF Meetup Series,https://hedgewestsf.org/,Ongoing,Not specified,CHECK,"Quant/hedge-fund meetup series in San Francisco - one of the very few items in this article that is geographically local to Stanford. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Verify whether undergraduates may attend.",hedgewest-sf-meetup-series,2026-09-20T12:18:51+00:00,,2bb9faef957b5b4e028c37084f7c639a91ae37b499fdbedde32aac91a55d488a,unknown,2026-09-06,false
Competition,IAQF Academic Paper Competition,https://www.iaqf.org/upcoming-events,Check site,Students - verify,CHECK,"International Association for Quantitative Finance paper competition. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. A paper is a slower but more durable credential than a trading competition; verify undergraduate eligibility.",iaqf-academic-paper-competition,2026-09-20T12:18:51+00:00,2026-09-17T00:52:12+00:00,0a65a7d54ecc562352de4dfca24a192526334f0c374fa2839c7c3dcc19d1c4f2,open,2026-09-06,false
Conference / other,Open Source Quantitative Finance Conference,https://osqf.org/,Check site,Not specified,CHECK,"Open-source quant finance conference, free per the article. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Verify format and whether students may attend.",open-source-quantitative-finance,2026-09-20T12:18:51+00:00,,a3e05e05353a3351797d1cb622c95e6275066b2d13ceb9b48d17a9f2faac0bfc,unknown,2026-09-06,false
Competition,Bloomberg Global Trading Challenge,https://portal.bloombergforeducation.com/trading_challenges,TBA for 2026,Students,CHECK,"Bloomberg's student trading simulation. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Cannot be monitored: robots.txt disallows this path and the page renders in JavaScript (23 chars of text).",,,,,unknown,2026-09-06,false
Competition,CME Group University Trading Challenge,https://www.cmegroup.com/events/university-trading-challenge.html,Check site,University students,CHECK,"CME's university trading challenge, typically a multi-week team futures competition. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. The page would not load for an automated client.",,,,,unknown,2026-09-06,false
Competition,Hull Tactical Market Prediction (Kaggle),https://www.kaggle.com/competitions/hull-tactical-market-prediction,Rolling - see Kaggle,Anyone with an account,CHECK,"A quant-sponsored Kaggle competition, distinct from the Jane Street one already tracked. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Open entry, no class-year or identity gate.",,,,,unknown,2026-09-06,false
Competition,MITSUI & Co. Commodity Prediction Challenge (Kaggle),https://www.kaggle.com/competitions/mitsui-commodity-prediction-challenge,Rolling - see Kaggle,Anyone with an account,CHECK,"Commodity price prediction on Kaggle. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Open entry.",,,,,unknown,2026-09-06,false
Competition,CFA Institute Research Challenge,https://www.cfainstitute.org/insights/events/research-challenge,2026 cycle,Students,CHECK,"Equity-research competition entered as a university-sponsored team, so entry runs through a Stanford team rather than individual application. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Finance rather than quant, so weigh against the time cost.",,,,,unknown,2026-09-06,false
Competition,IICPC Codefest 2026,https://codefest.iicpc.com/,2026,Not specified,CHECK,"Coding competition listed among quant events. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Almost no detail published and the page is nearly empty; low confidence this is worth time.",,,,,unknown,2026-09-06,false
Competition,Quantiacs Crypto Contest,https://quantiacs.com/,2026 contest cycles,Not specified,CHECK,"Algorithmic trading contest platform running periodic crypto contests. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Open entry; treat as practice rather than a credential.",,,,,unknown,2026-09-06,false
Quant firm program,G-Research Spring into Quant Finance 2026,https://www.gresearch.com/events/spring-into-quant-finance-2026,Spring 2026,Students - verify,CHECK,"G-Research student event. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. G-Research is London-based, so confirm whether there is a US or virtual track before counting on it. Not probed.",,,,,unknown,2026-09-06,false
Quant firm program,IMC Women in Trading and Engineering,https://www.imc.com/ap/careers/students-graduates/programs/womens-talent,n/a,n/a,NO,"Ruled out by an identity gate: this program is for women. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Listed here so it is not re-researched.",,,,,unknown,2026-09-06,false
Quant firm program,Optiver Career Kickstarter: Women in Tech,https://optiver.com/working-at-optiver/career-opportunities/8177160002,n/a,n/a,NO,"Ruled out by an identity gate: this program is for women. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Listed here so it is not re-researched.",,,,,unknown,2026-09-06,false
Conference / other,Women in Quantitative Finance London Conference,https://www.wbstraining.com/events/london-wqf-conference,n/a,n/a,NO,"Ruled out by an identity gate: this program is for women. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Listed here so it is not re-researched.",,,,,unknown,2026-09-06,false
Conference / other,Women in Quantitative Finance Americas Conference,https://www.wbstraining.com/events/wqfa,n/a,n/a,NO,"Ruled out by an identity gate: this program is for women. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06. Listed here so it is not re-researched.",,,,,unknown,2026-09-06,false
Quant firm program,Optiver regional recruitment events (non-US),https://optiver.com/recruitment-events/,n/a,n/a,NO,"Consolidated row for the ANZ, China, Singapore, India, Amsterdam and Catalunya FutureFocus / Career Kickstarter / masterclass events. Ruled out on geography; the Chicago event is tracked separately. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Quant firm program,D. E. Shaw London Insight Programme,https://campus.deshaw.com/additional-experiences,n/a,n/a,NO,"Ruled out on geography - London. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Quant firm program,IMC EU Business Course,https://www.imc.com/eu/careers/students-graduates/programs/business-course,n/a,n/a,NO,"Ruled out on geography - EU. The US Launchpad program is tracked separately. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,Bank of America APAC Quant Conference,https://www.bofa.com/,n/a,n/a,NO,"Ruled out on geography - APAC, May 20 2026. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,Global Crypto Quant Competition and Digital Asset Forum Hong Kong 2026,https://en.tmtpost.com/post/7752441,n/a,n/a,NO,"Ruled out on geography - Hong Kong. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,KNHack 2026 Research Challenge (Mexico),https://kaxanuk.mx/kn-hack,n/a,n/a,NO,"Ruled out on geography - Mexico. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,"Databento partner quant events (Shanghai, London)",https://databento.com/,n/a,n/a,NO,"Consolidated row for the Databento events with Nasdaq/Bank of America (Shanghai, May 21 2026), Google (London, June 2026) and Man Group (London, June 2026). Ruled out on geography. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,Wharton Global High School Investment Competition,https://globalyouth.wharton.upenn.edu/competitions/investment-competition,n/a,n/a,NO,"Ruled out on stage - high school students only. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,CQA Young Professionals Event,https://cqa.org/upcoming-events-cqa-young-professional,n/a,n/a,NO,"Ruled out on stage - for working professionals, not undergraduates. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,Battle of the Quants (NYC spring / London fall 2026),https://battleofthequants.com/new-york-city-2026,Check site,Not specified,LOW VALUE,"Industry conference for allocators and fund managers rather than a student event; typically paid admission. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,CMF Select New York 2026,https://global-cmf.com/cmfselectnewyork2026,Check site,Not specified,LOW VALUE,"Industry conference, not a student program. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,FutureAlpha / QuantStrats 2026,https://www.alphaevents.com/events-futurealphaglobal,Check site,Not specified,LOW VALUE,"Industry conference, not a student program. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,Quant Tekel QT Funded Elite Trader Competition,https://qtfunded.quanttekel.com/online-trading-championship,Check site,Not specified,LOW VALUE,"A funded-trader / prop-firm style online championship. These are generally marketing funnels for paid evaluations rather than recruiting credentials - weak signal relative to the time. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,QWAFAFEW / QWAFAxNEW chapters,https://www.qwafafew.org/,Check site,Not specified,LOW VALUE,"Professional quant networking chapters. Open but aimed at practitioners; low signal for a first-year, though a local chapter could be worth one visit. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,Limex Challenge,https://challenges.limex.com/,Check site,Not specified,LOW VALUE,"Retail-facing algorithmic trading challenge platform. Not probed; low expected signal. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,Quantegies Global Quant Competition,https://quantegies.com/,Check site,Not specified,LOW VALUE,"Little published detail and not probed during ingest; unclear whether it is a recruiting-relevant competition. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Conference / other,Future Investment Manager Academy (FIMA),https://fima.partners/,Check site,Not specified,LOW VALUE,"Not probed during ingest; unclear format and eligibility. Christina Qi's 2026 quant competitions & events list (LinkedIn Pulse), read 2026-09-06.",,,,,unknown,2026-09-06,false
Competition,MIT Battlecode 2027,https://battlecode.org/,"Register ~early Jan 2027; season runs all January, ends ~Jan 31",Any undergrad year,CHECK,"MIT's real-time strategy AI competition: you write an autonomous player that commands a robot army, then compete in scrimmages and bracketed tournaments over January. Over $20,000 in total prize money. Open beyond MIT - 'Anyone can write a bot, create a team, and participate in scrimmage matches/rankings.' Prize-tournament gates from the Full Eligibility Rules (battlecode.org/about.html): Sprint Tournaments - 'All teams are eligible.' US Qualifier - 'Teams must consist entirely of US college students studying full-time, or in a transition phase.' Final Tournament - 'Teams must have qualified via the US or International Qualifier.' MIT Newbie Tournament is MIT-only and High School Tournament is high-school-only, so neither applies. Unlike MIT Pokerbots, no MIT-affiliated teammate or MIT certificate is needed for the track you would enter. As of Sep 2026 the site still reads 'Battlecode 2026 ended on January 31st, 2026!' - no 2027 registration date posted yet, though the page already references Battlecode 2027 sponsorships. No team size limit, age limit, or citizenship rule beyond 'US college student' was stated on the pages read. Source: battlecode.org home page and about.html.",mit-battlecode-2027,2026-09-20T12:18:51+00:00,,3124fc1887303e571edec4a48ff382f81bc987eee7f99c2c2a097ba5bbc79ba4,unknown,2026-09-06,false
Quant firm program,Morgan Stanley Campus - Global Programs board,https://morganstanley.tal.net/vx/candidate/jobboard/vacancy/1/adv/,Rolling by programme; the 2027 summer cycle closes Sep-Oct 2026,"1st-4th year, varies by programme",CHECK,"Morgan Stanley's whole campus board, on Talentlink (morganstanley.tal.net) - 125 programmes, 31 in the United States, with business-unit facets including Quantitative Finance (8), Technology (12) and Investment Management (14). Found 2026-09-18 while resolving a pasted posting link. IMPORTANT, the obvious URL is the wrong one: www.morganstanley.com/careers/career-opportunities-search sits behind an Akamai WAF that resets the connection for paths.USER_AGENT and returns HTTP 200 with 134KB to a spoofed Chrome string - same machine, same IP, so the block is User-Agent based and it is the Citadel case, reachable only by misrepresenting the client. Do not re-point a source at it. Morgan Stanley's OTHER board, morganstanley.eightfold.ai, is reachable honestly via /api/pcsx/search but is deliberately NOT watched: it carries 1,327 corporate roles, caps page size at 10 (about 133 requests a day), and a query for 'Sophomore' or 'Freshman' returns zero - the campus programmes are not on it. Probed 2026-09-18: 9,660 chars of visible text, ratio 0.063, allowed by robots.txt (crawl-delay 10; the named-bot block covers ClaudeBot/GPTBot, not this tracker's own UA), no redirect.",morganstanley-campus-p1,,,,unknown,2026-09-19,false
Quant firm program,Morgan Stanley Investment Management Sophomore Summer Analyst Program - Private Credit & Equity (New York),https://morganstanley.tal.net/vx/candidate/jobboard/vacancy/1/adv/?ftq=Sophomore,2027 cycle closed Sep 25 2026; expect the 2028 cycle to open around Aug-Sep 2027,Sophomore - 2027 cycle wanted graduation Dec 2028-Jun 2029,LATER,"Right programme, wrong year. The 2027 edition states applicants must 'graduate between December 2028 and June 2029', which is the class of 2029 - Jason is class of 2030, so he is a year early. The 2028 edition should target Dec 2029-Jun 2030 and is the one to apply to. Ten weeks from June 2027, New York, on the MSIM Tactical Value team; $36.06/hr. The 2027 deadline was Sep 25 2026 11:55pm ET with a HireVue due Sep 27. Added 2026-09-18 from a pasted link. The website column points at the campus board's keyword search rather than the requisition URL, which dies when the req closes; ?ftq=Sophomore returned exactly this one posting on 2026-09-18. Eligibility read from the reposted job description, not from morganstanley.com, which refuses this tracker's User-Agent - worth re-reading by hand before the 2028 cycle.",,,,,unknown,2026-09-19,false
